1	-1	1	0	
1	-1	2	0	
1	-1	3	0	
1	0	1	0	
1	0	2	0	
1	0	3	0	
1	1	1	0	
1	1	2	0	
1	1	3	0	
1	2	1	0	
1	2	2	0	
1	2	3	0	
1	3	1	0	
1	3	2	0	
1	3	3	0	
1	4	1	0	
1	4	2	0	
1	4	3	0	
1	5	1	0	
1	5	2	0	
1	5	3	0	
1	6	1	18671	
1	6	2	19614	
1	6	3	19614	
1	7	1	18671	
1	7	2	19614	
1	7	3	19614	
1	8	1	18671	
1	8	2	19614	
1	8	3	19614	
1	9	1	0	
1	9	2	0	
1	9	3	0	
1	10	1	0	
1	10	2	0	
1	10	3	0	
1	11	1	0	
1	11	2	0	
1	11	3	0	
1	12	1	0	
1	12	2	0	
1	12	3	0	
1	13	1	0	
1	13	2	0	
1	13	3	0	
1	14	1	0	
1	14	2	0	
1	14	3	0	
1	15	1	0	
1	15	2	0	
1	15	3	0	
1	16	1	31086	
1	16	2	38168	
1	16	3	38168	
1	17	1	31086	
1	17	2	38168	
1	17	3	38168	
1	18	1	31086	
1	18	2	38168	
1	18	3	38168	
1	19	1	0	
1	19	2	0	
1	19	3	0	
1	20	1	0	
1	20	2	0	
1	20	3	0	
1	21	1	0	
1	21	2	0	
1	21	3	0	
1	22	1	0	
1	22	2	0	
1	22	3	0	
1	23	1	0	
1	23	2	0	
1	23	3	0	
1	24	1	0	
1	24	2	0	
1	24	3	0	
1	25	1	0	
1	25	2	0	
1	25	3	0	
1	26	1	0	
1	26	2	0	
1	26	3	0	
1	27	1	0	
1	27	2	0	
1	27	3	0	
1	28	1	0	
1	28	2	0	
1	28	3	0	
1	29	1	0	
1	29	2	0	
1	29	3	0	
1	30	1	38970	
1	30	2	43362	
1	30	3	43362	
1	31	1	38970	
1	31	2	43362	
1	31	3	43362	
1	32	1	38970	
1	32	2	43362	
1	32	3	43362	
1	33	1	38970	
1	33	2	43362	
1	33	3	43362	
1	34	1	38970	
1	34	2	43362	
1	34	3	43362	
1	35	1	38970	
1	35	2	43362	
1	35	3	43362	
1	36	1	38970	
1	36	2	43362	
1	36	3	43362	
1	37	1	0	
1	37	2	0	
1	37	3	0	
1	38	1	0	
1	38	2	0	
1	38	3	0	
1	39	1	0	
1	39	2	0	
1	39	3	0	
1	40	1	0	
1	40	2	0	
1	40	3	0	
1	41	1	0	
1	41	2	0	
1	41	3	0	
1	42	1	0	
1	42	2	0	
1	42	3	0	
1	43	1	0	
1	43	2	0	
1	43	3	0	
1	44	1	0	
1	44	2	0	
1	44	3	0	
1	45	1	0	
1	45	2	0	
1	45	3	0	
1	46	1	0	
1	46	2	0	
1	46	3	0	
1	47	1	0	
1	47	2	0	
1	47	3	0	
1	48	1	0	
1	48	2	0	
1	48	3	0	
1	49	1	0	
1	49	2	0	
1	49	3	0	
1	50	1	0	
1	50	2	0	
1	50	3	0	
1	51	1	0	
1	51	2	0	
1	51	3	0	
1	52	1	0	
1	52	2	0	
1	52	3	0	
1	53	1	0	
1	53	2	0	
1	53	3	0	
1	54	1	0	
1	54	2	0	
1	54	3	0	
1	55	1	0	
1	55	2	0	
1	55	3	0	
1	56	1	0	
1	56	2	0	
1	56	3	0	
1	57	1	0	
1	57	2	0	
1	57	3	0	
1	58	1	0	
1	58	2	0	
1	58	3	0	
1	59	1	0	
1	59	2	0	
1	59	3	0	
1	60	1	0	
1	60	2	0	
1	60	3	0	
1	61	1	0	
1	61	2	0	
1	61	3	0	
1	62	1	0	
1	62	2	0	
1	62	3	0	
1	63	1	0	
1	63	2	0	
1	63	3	0	
1	64	1	0	
1	64	2	0	
1	64	3	0	
1	65	1	0	
1	65	2	0	
1	65	3	0	
1	66	1	0	
1	66	2	0	
1	66	3	0	
1	67	1	0	
1	67	2	0	
1	67	3	0	
1	68	1	0	
1	68	2	0	
1	68	3	0	
1	69	1	0	
1	69	2	0	
1	69	3	0	
1	70	1	0	
1	70	2	0	
1	70	3	0	
1	71	1	0	
1	71	2	0	
1	71	3	0	
1	72	1	0	
1	72	2	0	
1	72	3	0	
1	73	1	0	
1	73	2	0	
1	73	3	0	
1	74	1	0	
1	74	2	0	
1	74	3	0	
1	75	1	0	
1	75	2	0	
1	75	3	0	
1	76	1	0	
1	76	2	0	
1	76	3	0	
1	77	1	0	
1	77	2	0	
1	77	3	0	
1	78	1	0	
1	78	2	0	
1	78	3	0	
1	79	1	0	
1	79	2	0	
1	79	3	0	
1	80	1	0	
1	80	2	0	
1	80	3	0	
1	81	1	0	
1	81	2	0	
1	81	3	0	
1	82	1	0	
1	82	2	0	
1	82	3	0	
1	83	1	0	
1	83	2	0	
1	83	3	0	
1	84	1	0	
1	84	2	0	
1	84	3	0	
1	85	1	0	
1	85	2	0	
1	85	3	0	
1	86	1	0	
1	86	2	0	
1	86	3	0	
1	87	1	0	
1	87	2	0	
1	87	3	0	
1	88	1	0	
1	88	2	0	
1	88	3	0	
1	89	1	0	
1	89	2	0	
1	89	3	0	
1	90	1	0	
1	90	2	0	
1	90	3	0	
1	91	1	0	
1	91	2	0	
1	91	3	0	
1	92	1	0	
1	92	2	0	
1	92	3	0	
1	93	1	0	
1	93	2	0	
1	93	3	0	
1	94	1	0	
1	94	2	0	
1	94	3	0	
1	95	1	0	
1	95	2	0	
1	95	3	0	
1	96	1	0	
1	96	2	0	
1	96	3	0	
1	97	1	0	
1	97	2	0	
1	97	3	0	
1	98	1	0	
1	98	2	0	
1	98	3	0	
1	99	1	0	
1	99	2	0	
1	99	3	0	
1	100	1	0	
1	100	2	0	
1	100	3	0	
1	101	1	0	
1	101	2	0	
1	101	3	0	
1	102	1	0	
1	102	2	0	
1	102	3	0	
1	103	1	0	
1	103	2	0	
1	103	3	0	
1	104	1	0	
1	104	2	0	
1	104	3	0	
1	105	1	0	
1	105	2	0	
1	105	3	0	
1	106	1	0	
1	106	2	0	
1	106	3	0	
1	107	1	0	
1	107	2	0	
1	107	3	0	
1	108	1	0	
1	108	2	0	
1	108	3	0	
1	109	1	0	
1	109	2	0	
1	109	3	0	
1	110	1	0	
1	110	2	0	
1	110	3	0	
1	111	1	0	
1	111	2	0	
1	111	3	0	
1	112	1	0	
1	112	2	0	
1	112	3	0	
1	113	1	0	
1	113	2	0	
1	113	3	0	
1	114	1	0	
1	114	2	0	
1	114	3	0	
1	115	1	0	
1	115	2	0	
1	115	3	0	
1	116	1	0	
1	116	2	0	
1	116	3	0	
1	117	1	0	
1	117	2	0	
1	117	3	0	
1	118	1	0	
1	118	2	0	
1	118	3	0	
1	119	1	0	
1	119	2	0	
1	119	3	0	
1	120	1	0	
1	120	2	0	
1	120	3	0	
2	-1	1	0	
2	-1	2	0	
2	-1	3	0	
2	0	1	0	
2	0	2	0	
2	0	3	0	
2	1	1	0	
2	1	2	0	
2	1	3	0	
2	2	1	0	
2	2	2	0	
2	2	3	0	
2	3	1	0	
2	3	2	0	
2	3	3	0	
2	4	1	0	
2	4	2	0	
2	4	3	0	
2	5	1	0	
2	5	2	0	
2	5	3	0	
2	6	1	19426	
2	6	2	20369	
2	6	3	20369	
2	7	1	19426	
2	7	2	20369	
2	7	3	20369	
2	8	1	19426	
2	8	2	20369	
2	8	3	20369	
2	9	1	0	
2	9	2	0	
2	9	3	0	
2	10	1	0	
2	10	2	0	
2	10	3	0	
2	11	1	0	
2	11	2	0	
2	11	3	0	
2	12	1	0	
2	12	2	0	
2	12	3	0	
2	13	1	0	
2	13	2	0	
2	13	3	0	
2	14	1	0	
2	14	2	0	
2	14	3	0	
2	15	1	0	
2	15	2	0	
2	15	3	0	
2	16	1	32342	
2	16	2	39636	
2	16	3	39636	
2	17	1	32342	
2	17	2	39636	
2	17	3	39636	
2	18	1	32342	
2	18	2	39636	
2	18	3	39636	
2	19	1	0	
2	19	2	0	
2	19	3	0	
2	20	1	0	
2	20	2	0	
2	20	3	0	
2	21	1	0	
2	21	2	0	
2	21	3	0	
2	22	1	0	
2	22	2	0	
2	22	3	0	
2	23	1	0	
2	23	2	0	
2	23	3	0	
2	24	1	0	
2	24	2	0	
2	24	3	0	
2	25	1	0	
2	25	2	0	
2	25	3	0	
2	26	1	0	
2	26	2	0	
2	26	3	0	
2	27	1	0	
2	27	2	0	
2	27	3	0	
2	28	1	0	
2	28	2	0	
2	28	3	0	
2	29	1	0	
2	29	2	0	
2	29	3	0	
2	30	1	41135	
2	30	2	45990	
2	30	3	45990	
2	31	1	41135	
2	31	2	45990	
2	31	3	45990	
2	32	1	41135	
2	32	2	45990	
2	32	3	45990	
2	33	1	41135	
2	33	2	45990	
2	33	3	45990	
2	34	1	41135	
2	34	2	45990	
2	34	3	45990	
2	35	1	41135	
2	35	2	45990	
2	35	3	45990	
2	36	1	41135	
2	36	2	45990	
2	36	3	45990	
2	37	1	0	
2	37	2	0	
2	37	3	0	
2	38	1	0	
2	38	2	0	
2	38	3	0	
2	39	1	0	
2	39	2	0	
2	39	3	0	
2	40	1	0	
2	40	2	0	
2	40	3	0	
2	41	1	0	
2	41	2	0	
2	41	3	0	
2	42	1	0	
2	42	2	0	
2	42	3	0	
2	43	1	0	
2	43	2	0	
2	43	3	0	
2	44	1	0	
2	44	2	0	
2	44	3	0	
2	45	1	0	
2	45	2	0	
2	45	3	0	
2	46	1	0	
2	46	2	0	
2	46	3	0	
2	47	1	0	
2	47	2	0	
2	47	3	0	
2	48	1	0	
2	48	2	0	
2	48	3	0	
2	49	1	0	
2	49	2	0	
2	49	3	0	
2	50	1	0	
2	50	2	0	
2	50	3	0	
2	51	1	0	
2	51	2	0	
2	51	3	0	
2	52	1	0	
2	52	2	0	
2	52	3	0	
2	53	1	0	
2	53	2	0	
2	53	3	0	
2	54	1	0	
2	54	2	0	
2	54	3	0	
2	55	1	0	
2	55	2	0	
2	55	3	0	
2	56	1	0	
2	56	2	0	
2	56	3	0	
2	57	1	0	
2	57	2	0	
2	57	3	0	
2	58	1	0	
2	58	2	0	
2	58	3	0	
2	59	1	0	
2	59	2	0	
2	59	3	0	
2	60	1	0	
2	60	2	0	
2	60	3	0	
2	61	1	0	
2	61	2	0	
2	61	3	0	
2	62	1	0	
2	62	2	0	
2	62	3	0	
2	63	1	0	
2	63	2	0	
2	63	3	0	
2	64	1	0	
2	64	2	0	
2	64	3	0	
2	65	1	0	
2	65	2	0	
2	65	3	0	
2	66	1	0	
2	66	2	0	
2	66	3	0	
2	67	1	0	
2	67	2	0	
2	67	3	0	
2	68	1	0	
2	68	2	0	
2	68	3	0	
2	69	1	0	
2	69	2	0	
2	69	3	0	
2	70	1	0	
2	70	2	0	
2	70	3	0	
2	71	1	0	
2	71	2	0	
2	71	3	0	
2	72	1	0	
2	72	2	0	
2	72	3	0	
2	73	1	0	
2	73	2	0	
2	73	3	0	
2	74	1	0	
2	74	2	0	
2	74	3	0	
2	75	1	0	
2	75	2	0	
2	75	3	0	
2	76	1	0	
2	76	2	0	
2	76	3	0	
2	77	1	0	
2	77	2	0	
2	77	3	0	
2	78	1	0	
2	78	2	0	
2	78	3	0	
2	79	1	0	
2	79	2	0	
2	79	3	0	
2	80	1	0	
2	80	2	0	
2	80	3	0	
2	81	1	0	
2	81	2	0	
2	81	3	0	
2	82	1	0	
2	82	2	0	
2	82	3	0	
2	83	1	0	
2	83	2	0	
2	83	3	0	
2	84	1	0	
2	84	2	0	
2	84	3	0	
2	85	1	0	
2	85	2	0	
2	85	3	0	
2	86	1	0	
2	86	2	0	
2	86	3	0	
2	87	1	0	
2	87	2	0	
2	87	3	0	
2	88	1	0	
2	88	2	0	
2	88	3	0	
2	89	1	0	
2	89	2	0	
2	89	3	0	
2	90	1	0	
2	90	2	0	
2	90	3	0	
2	91	1	0	
2	91	2	0	
2	91	3	0	
2	92	1	0	
2	92	2	0	
2	92	3	0	
2	93	1	0	
2	93	2	0	
2	93	3	0	
2	94	1	0	
2	94	2	0	
2	94	3	0	
2	95	1	0	
2	95	2	0	
2	95	3	0	
2	96	1	0	
2	96	2	0	
2	96	3	0	
2	97	1	0	
2	97	2	0	
2	97	3	0	
2	98	1	0	
2	98	2	0	
2	98	3	0	
2	99	1	0	
2	99	2	0	
2	99	3	0	
2	100	1	0	
2	100	2	0	
2	100	3	0	
2	101	1	0	
2	101	2	0	
2	101	3	0	
2	102	1	0	
2	102	2	0	
2	102	3	0	
2	103	1	0	
2	103	2	0	
2	103	3	0	
2	104	1	0	
2	104	2	0	
2	104	3	0	
2	105	1	0	
2	105	2	0	
2	105	3	0	
2	106	1	0	
2	106	2	0	
2	106	3	0	
2	107	1	0	
2	107	2	0	
2	107	3	0	
2	108	1	0	
2	108	2	0	
2	108	3	0	
2	109	1	0	
2	109	2	0	
2	109	3	0	
2	110	1	0	
2	110	2	0	
2	110	3	0	
2	111	1	0	
2	111	2	0	
2	111	3	0	
2	112	1	0	
2	112	2	0	
2	112	3	0	
2	113	1	0	
2	113	2	0	
2	113	3	0	
2	114	1	0	
2	114	2	0	
2	114	3	0	
2	115	1	0	
2	115	2	0	
2	115	3	0	
2	116	1	0	
2	116	2	0	
2	116	3	0	
2	117	1	0	
2	117	2	0	
2	117	3	0	
2	118	1	0	
2	118	2	0	
2	118	3	0	
2	119	1	0	
2	119	2	0	
2	119	3	0	
2	120	1	0	
2	120	2	0	
2	120	3	0	
3	-1	1	0	
3	-1	2	0	
3	-1	3	0	
3	0	1	0	
3	0	2	0	
3	0	3	0	
3	1	1	0	
3	1	2	0	
3	1	3	0	
3	2	1	0	
3	2	2	0	
3	2	3	0	
3	3	1	0	
3	3	2	0	
3	3	3	0	
3	4	1	0	
3	4	2	0	
3	4	3	0	
3	5	1	0	
3	5	2	0	
3	5	3	0	
3	6	1	19426	
3	6	2	20369	
3	6	3	20369	
3	7	1	19426	
3	7	2	20369	
3	7	3	20369	
3	8	1	19426	
3	8	2	20369	
3	8	3	20369	
3	9	1	0	
3	9	2	0	
3	9	3	0	
3	10	1	0	
3	10	2	0	
3	10	3	0	
3	11	1	0	
3	11	2	0	
3	11	3	0	
3	12	1	0	
3	12	2	0	
3	12	3	0	
3	13	1	0	
3	13	2	0	
3	13	3	0	
3	14	1	0	
3	14	2	0	
3	14	3	0	
3	15	1	0	
3	15	2	0	
3	15	3	0	
3	16	1	32342	
3	16	2	39636	
3	16	3	39636	
3	17	1	32342	
3	17	2	39636	
3	17	3	39636	
3	18	1	32342	
3	18	2	39636	
3	18	3	39636	
3	19	1	0	
3	19	2	0	
3	19	3	0	
3	20	1	0	
3	20	2	0	
3	20	3	0	
3	21	1	0	
3	21	2	0	
3	21	3	0	
3	22	1	0	
3	22	2	0	
